#parent	child	edge_length
root	1	0.3375938161470753
root	2	0.2888680505948722
root	3	0.7887032803237325
root	5	0.783661028342877
1	6	0.8227805521966536
1	7	0.6495487734633256
1	8	0.6673857125819895
1	9	0.9691396365191693
1	10	0.5688796532672797
2	11	0.8205476405282215
2	12	0.11402932968732227
2	13	0.3467152240141138
2	14	0.7079852960311221
2	15	0.3817874085496358
3	16	0.3921792217756448
3	17	0.43342430215737915
3	18	0.4988633177625632
3	19	0.3016251664393754
3	20	0.25427405553430127
5	26	0.08400860235929486
5	27	0.14405406146074795
5	28	0.4964998714687725
5	29	0.5129323486845978
5	30	0.20545936922186003
6	31	0.8352336755518641
6	32	0.6488972378057898
6	33	0.8128887397114772
6	34	0.26232275551856454
6	35	0.3085173404269622
7	36	0.9975112608680221
7	37	0.8527946240081055
7	38	0.726651438821734
7	39	0.6985098917251444
7	40	0.1155554194794739
8	41	0.17792118501244913
8	42	0.19283740562922613
8	43	0.3946848466855766
8	44	0.30926116148917915
8	45	0.21768789292521895
9	46	0.08921096582065258
9	47	0.5636004770563128
9	48	0.6117806450031131
9	49	0.988727640964282
9	50	0.43301424678063016
10	51	0.910783839399838
10	52	0.007510080384858786
10	53	0.2791678141905709
10	54	0.6798155627390086
10	55	0.10975602604249546
11	56	0.025218746086286714
11	57	0.12571660675777485
11	58	0.984168584550186
11	59	0.6629412382668778
11	60	0.04109202070568729
12	61	0.4462028877204758
12	62	0.915490057211386
12	63	0.3654287050566487
12	64	0.9176602840678263
12	65	0.5661311403750742
13	66	0.662029240553236
13	67	0.7297116728083899
13	68	0.7769750105654132
13	69	0.6249869851874297
13	70	0.3098246742082684
14	71	0.8789214948607649
14	72	0.5154764562944015
14	73	0.7282531686413338
14	74	0.38557073106013195
14	75	0.09739699006648084
15	76	0.7324870754617252
15	77	0.9774169681746794
15	78	0.9224129438236393
15	79	0.900888132926897
15	80	0.7047894369434347
16	81	0.09714196557432953
16	82	0.11793730621783816
16	83	0.8934442516935355
16	84	0.2572695115934689
16	85	0.41847270046129315
17	86	0.2770003540964805
17	87	0.3780358962167989
17	88	0.8641874629966066
17	89	0.16035910257304797
17	90	0.9927028138134539
18	91	0.6309835059488744
18	92	0.339435671274269
18	93	0.5549458199497455
18	94	0.9144830660608312
18	95	0.9368688110459322
19	96	0.6322925563959538
19	97	0.5191671466740768
19	98	0.9369125789771231
19	99	0.5899610537647964
